지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),강수 계속시간(hr),1시간 최다강수량(mm),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),평균 현지기압(hPa),1시간 최다일사 시각(hhmi),합계 일사량(MJ/m2),평균 지면온도(°C),안개 계속시간(hr)
101,춘천,2020-09-01,25.9,21.9,30.8,,0,0,2.7,1,76.5,1000.9,1300,18.23,27.9,
101,춘천,2020-09-02,24.1,23.2,25.1,,5.3,24.8,3,1.2,92.9,995.6,900,2.86,25.2,
101,춘천,2020-09-03,23,20.7,25.9,,16,44.5,7.2,3.2,74.3,986.9,1500,9.04,22.9,
101,춘천,2020-09-04,22.4,17.8,27.3,,,,3.7,1.7,67.5,1003.5,1200,19.95,23.8,
101,춘천,2020-09-05,20.6,16.3,25.6,,,,3.4,1.3,82,1005.7,1400,11.31,22.9,
101,춘천,2020-09-06,20.2,18.4,23.8,,4.6,13.8,3.2,1.8,83.4,1001.9,1300,5.85,21.3,
101,춘천,2020-09-07,19.6,16.5,22.9,,5,26.9,5.3,3.4,84.1,983.4,1400,4.28,20.5,
101,춘천,2020-09-08,22.8,18.6,26.8,,1.7,1.7,6.7,3.5,66,998.8,1100,17.42,22.1,
101,춘천,2020-09-09,19.9,18.1,25.8,,12,14.3,5.1,1,87.6,1001.4,1200,12.19,21.1,
101,춘천,2020-09-10,21.1,17.7,26.6,,.2,.2,2.7,1,82.9,1000.7,1100,16.7,23.2,
101,춘천,2020-09-11,21.3,17.2,26.7,,.7,1.4,4.8,2,75.8,1007,1000,13.54,22,
101,춘천,2020-09-12,19.4,17.9,22.7,,2,11.6,3.3,1.5,86.3,1007.7,1300,5.73,21.2,
101,춘천,2020-09-13,20.5,16.2,26,,,,2.2,1,76.4,1006.9,1200,20.63,23.2,
101,춘천,2020-09-14,20.8,17.1,26,,,,2.3,.9,81.4,1005.5,1000,16.17,23,
101,춘천,2020-09-15,21.7,17.9,27.6,,,,2.6,1.1,80.9,1004.1,1200,16.04,24.1,
101,춘천,2020-09-16,20.9,19.8,24.3,,11.7,17.5,3.1,.7,91.5,1001.1,1200,6.37,22.8,
101,춘천,2020-09-17,19.6,16.2,22.8,,,,4,1.1,79.8,1001.2,1200,9.67,21.2,
101,춘천,2020-09-18,18.4,14.3,25.1,,.4,.4,5.3,1.4,77.8,1003.7,1100,17.25,21,
101,춘천,2020-09-19,17.6,13.3,25.5,,,,4.3,1.2,76,1006,1300,17.09,19.7,
101,춘천,2020-09-20,16.8,10.5,24.3,,,,4.9,1.3,68,1007.8,1200,20.89,19.5,
101,춘천,2020-09-21,16.2,10.4,24.2,,,,3.7,1.3,73.3,1010.1,1200,18.59,19.2,
101,춘천,2020-09-22,17.2,11.1,24,,,,3.8,1.8,71,1010.9,1100,17.94,19.3,
101,춘천,2020-09-23,16.8,12.1,21,,,,4.5,2.2,71.5,1010.7,1100,11.96,17.7,
101,춘천,2020-09-24,18.1,13.9,23.2,,,,4.8,1.6,71.3,1007.9,1000,14.79,20.1,
101,춘천,2020-09-25,17.8,13.7,22.4,,,,3.6,1.3,73.4,1005.7,1100,10.09,18.9,
101,춘천,2020-09-26,16.9,12.8,22,,.1,.1,4.4,1.3,75.9,1008.7,1100,12.21,18.8,
101,춘천,2020-09-27,17.7,11.4,25.2,,,,3,.9,77,1010.3,1200,19.19,19.9,
101,춘천,2020-09-28,17.9,13.6,25.9,,,,2.6,1.1,79.3,1008.3,1200,16.24,20,
101,춘천,2020-09-29,16.8,13.1,22.6,,,,1.7,.8,85,1003.2,1100,10.21,18.7,
101,춘천,2020-09-30,17.9,13.6,22.2,,,,3.6,1.5,78.4,1002.8,1100,12.1,19.8,
101,춘천,2020-10-01,18.5,14.6,24,,,,3.4,1.5,77,1004.9,1200,14.04,20.5,
101,춘천,2020-10-02,17.9,14.9,21.6,,0,0,3,1,83.3,1006,900,6.74,18.7,
101,춘천,2020-10-03,18.8,16.1,24.3,,,,3,1.1,76.5,1005.9,1200,11.71,20,
101,춘천,2020-10-04,16.2,9.4,21.8,,.1,.1,5.3,1.7,70.1,1003,1100,12.68,18.8,
101,춘천,2020-10-05,11.5,4.6,19.1,,,,4.2,1.3,67.4,1008.5,1200,18.29,15.3,
101,춘천,2020-10-06,11.9,5.7,20.4,,,,2.7,.9,71.1,1013.6,1200,16.6,15.1,
101,춘천,2020-10-07,14.3,7.9,21.7,,,,3.3,1.6,65.4,1017.7,1200,16.29,16.5,
101,춘천,2020-10-08,14.4,8.8,21.6,,,,5.4,2.3,65.6,1019.2,1200,17.79,16.2,
101,춘천,2020-10-09,14.6,8.7,21,,,,5.9,2.6,65.8,1015.7,1200,17.19,16.1,
101,춘천,2020-10-10,14.6,8.3,20.8,,,,4,1.6,72.9,1011.9,1200,15.45,16.2,
101,춘천,2020-10-11,14.2,9.3,19.3,,,,2.8,.9,79.8,1008,1100,11.2,15.3,
101,춘천,2020-10-12,14.7,10.5,21.6,,,,3.1,.9,84.3,1006.2,1200,10.24,15.9,
101,춘천,2020-10-13,12.4,8.5,19.2,,,,2.5,.9,79.4,1011.8,1100,11.26,14.7,
101,춘천,2020-10-14,10.8,5.8,18.3,,,,3.8,1,69.4,1015.6,1100,9.93,12.9,
101,춘천,2020-10-15,9.5,3.7,18.5,,,,2.8,.9,65.5,1017.2,1200,13.89,11.8,
101,춘천,2020-10-16,8,4.7,11.7,,,,1.4,.4,84,1015.6,1000,4.05,9.5,
101,춘천,2020-10-17,10.1,5.6,18.7,,,,2.1,.7,78.5,1014.6,1200,11.25,12.3,
101,춘천,2020-10-18,10.1,3.4,20,,,,1.7,.6,80.9,1015.3,1200,13.08,11.7,
101,춘천,2020-10-19,11.3,6.7,20.3,,,,1.9,.7,82.3,1016.5,1200,10.79,12.6,
101,춘천,2020-10-20,11.7,5.6,21.9,,,,2.4,.8,77,1017.4,1100,13.07,12.7,
101,춘천,2020-10-21,10.2,7.3,14.7,,,,1.6,.5,85.6,1010.8,1200,4.71,11,
101,춘천,2020-10-22,12.3,6.7,19.3,,0,0,4.3,1.4,70.5,1004.2,1200,10.22,13.1,
101,춘천,2020-10-23,7.1,1.3,14.4,,,,5.1,1.4,62.8,1005,1100,14.89,9.3,
101,춘천,2020-10-24,6.1,-1.9,14.9,,,,3.9,1,60.6,1009,1100,14.75,7.7,
101,춘천,2020-10-25,8.2,-.7,19.6,,,,2.8,.7,66.6,1011.1,1100,13.44,8.9,
101,춘천,2020-10-26,9.6,2,19.1,,,,1.8,.6,76.9,1011.4,1200,12.7,9.7,
101,춘천,2020-10-27,10.5,5.4,19,,,,1.5,.6,84.5,1012.4,1200,8.95,10.9,
101,춘천,2020-10-28,11.3,4.5,20.1,,,,4,1.1,64.1,1013.1,1200,12.75,11.7,
101,춘천,2020-10-29,7.7,.1,17.7,,,,1.6,.6,59.1,1015.1,1200,13.67,8.3,
101,춘천,2020-10-30,9.5,2,18.7,,,,2.7,1.2,60.4,1017.2,1200,13.21,9.3,
101,춘천,2020-10-31,10.3,2.8,17.4,,,,3.2,.8,74.3,1015.7,1200,9.78,10.3,
101,춘천,2020-11-01,11.4,8.9,12.8,,,1.9,3.2,1.2,88,1010.5,1100,.73,10.7,
101,춘천,2020-11-02,8.9,5.5,15.7,,,0,4.3,1.1,67.5,1010.9,1200,11.12,9.1,
101,춘천,2020-11-03,5.1,-.6,8.6,,,,6.6,2.7,39.6,1011.7,1200,13.88,7.1,
101,춘천,2020-11-04,2.3,-5.1,11.8,,,,2.1,.7,51.9,1015.9,1200,14.29,3.9,
101,춘천,2020-11-05,6.9,-2.1,15.6,,,,2.2,.5,61.9,1018.4,1200,11.74,7.3,
101,춘천,2020-11-06,11.4,7.2,16.9,,,,3.6,1,66.8,1012.3,1200,7.57,11.6,
101,춘천,2020-11-07,14,9.5,18.6,,,0,4.7,2,55.5,1008.1,1200,10.24,13.4,
101,춘천,2020-11-08,7.7,2.1,14.2,,,,5,1.9,46.5,1012,1200,13.1,8.5,
101,춘천,2020-11-09,3.6,-4,11.8,,,,4.3,1.3,47.9,1015.9,1200,12.32,3.6,
101,춘천,2020-11-10,4.4,-2.9,14.1,,,,2.9,.8,59.3,1019,1200,12.7,4.9,
101,춘천,2020-11-11,5.6,-1.7,15.7,,,,1.3,.5,65.9,1023.2,1200,12,5.1,
101,춘천,2020-11-12,6.6,-1.2,17.8,,,,2.7,.5,69,1021.5,1200,11.48,6,
101,춘천,2020-11-13,8.5,2.4,18.4,,,,1.6,.5,72.9,1019.7,1200,10.01,8.7,
101,춘천,2020-11-14,8.4,1.9,18.4,,,,2.2,.5,76,1021,1200,10.79,8,
101,춘천,2020-11-15,8.5,2.2,16.9,,,,4.2,.9,76.1,1018.3,1100,8.49,7.5,
101,춘천,2020-11-16,9,2.1,18.1,,,,2.1,.7,76.1,1018,1200,9.39,8.3,
101,춘천,2020-11-17,10.8,4.3,16.5,,,0,3,.6,79.8,1015.6,1100,5.69,10.3,
101,춘천,2020-11-18,13.7,11.8,15.3,,,7.9,1.9,.5,95.5,1008.2,1000,2.95,13.2,
101,춘천,2020-11-19,14.8,8.8,19.5,,,72,5.7,2.9,81.5,998.1,1400,1.73,14.2,
101,춘천,2020-11-20,4.3,1.1,8.7,,,,5.2,3.3,67.9,1009.6,1400,7.31,7.4,
101,춘천,2020-11-21,5.3,-1.4,11.4,,,0,3.5,1.1,71.3,1015.2,1200,9.84,5.4,
101,춘천,2020-11-22,6.5,3.6,7.7,,,2.4,3.8,1.7,75,1012.5,1500,2.64,6.8,
101,춘천,2020-11-23,1.9,-2,7,,,,3.6,1.2,66.9,1018.3,1200,10,3.3,
101,춘천,2020-11-24,1,-3,6.3,,,,1.9,.7,71.5,1019.4,1300,5.9,2.1,
101,춘천,2020-11-25,1.7,-2.8,8.6,,,,1.9,.5,77.5,1018.3,1300,8.43,2.5,
101,춘천,2020-11-26,2.8,-1.2,10.2,,,,2.7,.7,81.5,1018,1200,7.95,3.1,
101,춘천,2020-11-27,2.3,-1.9,7.7,,,,5,1.2,71,1015.8,1200,7.17,2.2,
101,춘천,2020-11-28,-.8,-4.7,4.7,,,,4.4,1.3,56.1,1018.6,1200,11.3,.8,
101,춘천,2020-11-29,-1,-6,4.3,,,,4.4,1.2,59.1,1020,1100,9.45,.4,
101,춘천,2020-11-30,-2.1,-7.7,5.3,,,,3.2,.8,65.1,1025.1,1100,10.7,-.7,
101,춘천,2020-12-01,-1.4,-7.4,6.5,,,,1.3,.5,64.9,1026,1100,10.53,-.7,
101,춘천,2020-12-02,.7,-3,6.4,,,,1.8,.6,60.9,1021.1,1300,5.62,.8,
101,춘천,2020-12-03,-.8,-5.7,6.1,,,,3.9,1,58.5,1019.5,1200,10.85,-.3,
101,춘천,2020-12-04,-2.5,-8,5.2,,,,3.3,.9,61.6,1020.7,1100,11.02,-1.5,
101,춘천,2020-12-05,-1.1,-7.3,6.6,,,,3.5,.7,70.9,1020.5,1100,9.43,-1.6,
101,춘천,2020-12-06,1.7,-3.4,8.2,,,,2.6,.9,72.8,1018.6,1300,5.42,.5,
101,춘천,2020-12-07,1.7,-1.9,7.6,,,,5.7,1.6,59.3,1018,1200,8.08,1,
101,춘천,2020-12-08,-2.2,-7.1,5.4,,,,2.4,.6,58.1,1019.4,1200,10.3,-1.3,
101,춘천,2020-12-09,-1.9,-8.2,4.6,,,,1.5,.5,63.8,1017.8,1100,9.56,-1.8,
101,춘천,2020-12-10,2.1,-.7,7.4,,,0,2,.6,71.3,1013.3,1300,4.48,.7,
101,춘천,2020-12-11,1.8,-2.8,6.9,,,,2.2,.6,82.4,1010.5,1200,4.46,.7,
101,춘천,2020-12-12,.4,-4.1,6.9,,,,4.4,1,67.4,1009.6,1200,9.24,.5,
101,춘천,2020-12-13,-2.5,-7,1.1,,,4.5,3.3,.9,79,1009.4,1500,.85,-1.1,
101,춘천,2020-12-14,-9.1,-13.4,-4.1,,,,4.3,1.6,60.4,1018.4,1300,10.51,-1.1,
101,춘천,2020-12-15,-10.1,-15.6,-3.6,,,,4.9,1.3,50.9,1020.8,1100,11.67,-2.2,
101,춘천,2020-12-16,-11,-17.2,-2.5,,,,3.1,.8,59.8,1021.1,1100,10.75,-3.4,
101,춘천,2020-12-17,-8.3,-16.9,-.9,,,,2,.5,60.1,1021.1,1200,10.51,-3.5,
101,춘천,2020-12-18,-2.7,-7.8,3.4,,,,4.3,1.2,52.5,1018.4,1200,8.14,-1.7,
101,춘천,2020-12-19,-7,-13.7,.7,,,,3.5,.8,59.8,1022.9,1100,10.57,-3.8,
101,춘천,2020-12-20,-6.7,-13.1,2,,,,3.2,.7,63.1,1022.6,1200,10.3,-4,
101,춘천,2020-12-21,-5.2,-12.1,4.2,,,,3.4,.6,71.1,1019.8,1200,9.81,-3.6,
101,춘천,2020-12-22,-2.8,-8.3,4,,,.1,1.6,.4,83.8,1017,1300,5.36,-2.2,
101,춘천,2020-12-23,-1.2,-6,2.4,,,,1.5,.5,88.4,1013,1200,2.77,-1.5,
101,춘천,2020-12-24,1.5,-2,6,,,0,5.2,2,58.3,1008,1200,8.84,-.6,
101,춘천,2020-12-25,-2.8,-8.9,3.4,,,,4.8,1.5,57.4,1013.6,1200,9.2,-3.2,
101,춘천,2020-12-26,0,-4.8,8,,,,3.4,.9,64.8,1015,1200,8.26,-.9,
101,춘천,2020-12-27,2.2,-4.1,8.6,,,0,1.3,.5,71.3,1012.9,1200,7.36,.5,
101,춘천,2020-12-28,2.9,-1.5,10.5,,,.3,2,.5,83.1,1014.1,1200,7.38,2,
101,춘천,2020-12-29,-.4,-3,2.1,,,0,5.1,1.2,78.6,1011.2,1000,2.01,-.7,
101,춘천,2020-12-30,-9.5,-13.6,-2.4,,,,4.8,2.7,41.8,1011.9,1200,10.04,-5,
101,춘천,2020-12-31,-9.6,-15.9,-3.5,,,,4.5,1.7,51,1016,1200,10.43,-6.7,
101,춘천,2021-01-01,-5.6,-14.6,1.2,,,,4,1.5,54.6,1015.8,1200,10.28,-5.1,
101,춘천,2021-01-02,-5.5,-11.8,.4,,,,4.1,1.5,40.6,1018.8,1200,10.21,-5.1,
101,춘천,2021-01-03,-6.9,-14.1,-.5,,,,3.4,1.2,49.5,1023.7,1200,8.64,-6.5,
101,춘천,2021-01-04,-5.6,-12.8,.6,,,.6,2.9,.7,58.9,1022,1200,8.95,-4.5,
101,춘천,2021-01-05,-5.6,-11.7,-1,,,.1,4.1,1.3,56.6,1019.5,1100,10.09,-2.8,
101,춘천,2021-01-06,-9,-16.2,-2.3,,,1.6,4.3,1.1,61.5,1013.6,1100,11.14,-6.2,
101,춘천,2021-01-07,-13.8,-17.3,-6.1,,,.6,6.7,3.2,42.5,1015,1200,10.65,-4.2,
101,춘천,2021-01-08,-15.9,-21.9,-9.2,,,,5,1.5,47.9,1014.4,1200,10.91,-7.3,
101,춘천,2021-01-09,-14.2,-21.6,-6.4,,,,4.3,1.2,56.3,1014.5,1200,10.97,-7.4,
101,춘천,2021-01-10,-11,-18.7,-3.2,,,,1.9,.7,61.8,1018.4,1100,10.02,-6.7,
101,춘천,2021-01-11,-10.5,-14.8,-5.6,,,,1.9,.5,74.5,1017.5,1300,4.1,-6.5,
101,춘천,2021-01-12,-8.5,-15.5,-2.8,,,1,1.3,.4,82.8,1009.1,1100,5.42,-5.6,
101,춘천,2021-01-13,.3,-7.1,6,,,.1,3.8,.7,78.1,1005.8,1100,6.56,-.3,
101,춘천,2021-01-14,-1.5,-7.2,5.9,,,,2.1,.6,61.1,1013.2,1200,9.07,-1.3,
101,춘천,2021-01-15,.3,-5.8,7.8,,,.4,4.5,1.1,66.1,1007.1,1400,2.39,-1.7,
101,춘천,2021-01-16,-2.8,-8.7,2.2,,,,4.3,2.3,52.9,1014.6,1300,9.7,-2.1,
101,춘천,2021-01-17,-6.5,-14.3,-.7,,,.2,4.3,1.4,56.5,1017.3,1200,11.16,-5.1,
101,춘천,2021-01-18,-4.8,-10.3,-.2,,,3.5,6.4,1.8,67.3,1011.3,1600,1.74,-2.6,
101,춘천,2021-01-19,-9.9,-16.4,-1.9,,,,2,.7,62.6,1022.9,1100,11.81,-3.9,
101,춘천,2021-01-20,-6.8,-14.3,2.9,,,,1.7,.5,69,1021.9,1100,11.05,-4.1,
101,춘천,2021-01-21,-.3,-5.5,3.4,,,4.5,1.5,.4,78.1,1015.1,1000,4.28,-1.3,
101,춘천,2021-01-22,3.2,1.2,5.4,,,0,2.8,.5,96.8,1011.3,1200,3.54,.8,
101,춘천,2021-01-23,5.1,2,9.2,,,,5.5,3,69.8,1013.4,1200,8.39,1.9,
101,춘천,2021-01-24,3.7,-1,12.6,,,,4.1,1.1,75.8,1017.4,1200,11.18,3.2,
101,춘천,2021-01-25,2.6,-2.8,11.7,,,,2.1,.5,81,1017.4,1300,9.51,2.3,
101,춘천,2021-01-26,2,.1,4.4,,,1.5,2.1,.4,93.1,1010.6,1300,1.86,.5,
101,춘천,2021-01-27,1.4,-2.4,8,,,,2.8,.9,65.8,1013.5,1200,10.93,2.4,
101,춘천,2021-01-28,-3.6,-8.8,.4,,,2.2,9.2,3,59.3,1006.5,1500,3.22,-.4,
101,춘천,2021-01-29,-8.2,-12,-2.9,,,,4.4,2.5,37.3,1015.9,1200,13.01,-2.1,
101,춘천,2021-01-30,-6,-11.5,.8,,,1.4,1.8,.6,78.1,1016.9,1500,5.42,-2.5,
101,춘천,2021-01-31,-2.3,-10.5,5.3,,,,1.4,.4,73.8,1018.3,1200,10.68,-1.9,
101,춘천,2021-02-01,3.9,.8,10.9,,,1,5.4,1.5,73.5,1006.6,1300,7.6,1.3,
101,춘천,2021-02-02,-4.3,-6.9,.9,,,,5.9,3.2,36.5,1014.9,1200,12.93,-.9,
101,춘천,2021-02-03,-4.4,-12.5,1.6,,,2.6,4.6,1.5,58.3,1015.4,1200,12.45,-2,
101,춘천,2021-02-04,-4.2,-11.5,.9,,,2.3,3.8,1.6,56.5,1016.7,1500,4.21,-.1,
101,춘천,2021-02-05,-.1,-7.1,4.6,,,,3.5,1.4,66.4,1011.5,1300,6.18,-.3,
101,춘천,2021-02-06,6.5,3.7,9.6,,,,3.6,2,65.6,1005.8,1200,6.06,1.4,
101,춘천,2021-02-07,3.4,-1.6,9.7,,,,4.6,1.6,60.8,1010.7,1300,11.72,2,
101,춘천,2021-02-08,-2.8,-7,2,,,,5.2,1.6,50,1017.2,1200,14.08,-.2,
101,춘천,2021-02-09,-2.2,-9.7,5.8,,,,4,1.1,53.4,1018.4,1200,13.8,-.1,
101,춘천,2021-02-10,.5,-6.2,6.7,,,,3.5,1.1,72.9,1015.8,1200,8.29,-.1,
101,춘천,2021-02-11,1.4,-4.2,9.7,,,,1.6,.5,78.5,1016.3,1200,10.35,1.5,
101,춘천,2021-02-12,2.8,-4.2,13.8,,,,2.3,.6,68.1,1016,1200,12.98,2.5,
101,춘천,2021-02-13,3.4,-4.2,14.6,,,,2.2,.6,61.3,1015.5,1200,13.58,2.6,
101,춘천,2021-02-14,6.1,.5,12.6,,,0,2.7,.6,64.9,1006.3,1100,7.38,2.7,
101,춘천,2021-02-15,2.1,-4.7,6,,,.7,7,3.1,58.6,1000.3,1300,10.36,3.1,
101,춘천,2021-02-16,-4.1,-6.8,-.4,,,,5.7,3.1,40,1006,1200,11.63,-1.2,
101,춘천,2021-02-17,-7.9,-10.4,-4.2,,,,5.8,3.7,37.8,1007.4,1300,15.19,-2.5,
101,춘천,2021-02-18,-7,-13.7,-.1,,,,3.2,1.2,51,1012,1200,15.54,-2.3,
101,춘천,2021-02-19,-.7,-10.8,6.9,,,,4,1.2,62.3,1007.9,1100,10.99,-1.7,
101,춘천,2021-02-20,8.4,.6,15.5,,,,4.7,2.3,53.6,1000,1200,14.44,3.7,
101,춘천,2021-02-21,8.4,-2.8,19.9,,,,5.3,1.3,60.8,1000.6,1200,13.42,4.3,
101,춘천,2021-02-22,7.1,1.3,15.9,,,,5.1,1.7,56.4,1004.6,1200,13.96,3.9,
101,춘천,2021-02-23,.4,-5.3,7.1,,,,3.7,1.2,40.1,1015.3,1200,16.17,2.1,
101,춘천,2021-02-24,.7,-6.7,11.3,,,,2,.6,43.1,1016.3,1200,15.65,2,
101,춘천,2021-02-25,.1,-4.2,5.8,,,,2.2,.6,55.8,1015.4,1100,5.49,-.2,
101,춘천,2021-02-26,4.4,-3.8,13.5,,,,5,2.4,51.8,1016.1,1200,16.51,2.5,
101,춘천,2021-02-27,6.1,-.3,13.1,,,,5.2,3.1,61.1,1020.5,1200,16.7,4.4,
101,춘천,2021-02-28,5.2,-2.3,11.4,,,,2.9,1,61.8,1017.3,1000,10.37,2.9,
101,춘천,2021-03-01,2.9,-.2,5.7,,,69.7,7,2.3,94.1,1008.5,1300,1.04,2,
101,춘천,2021-03-02,.9,-2.1,4.6,,,2.2,2.5,1.2,78.8,1016,1200,10.82,.1,
101,춘천,2021-03-03,1.5,-2.5,8.1,,,,2.5,.9,80.4,1020.5,1200,13.24,.2,
101,춘천,2021-03-04,3.3,-1.5,11.1,,,,2,.6,82.1,1015.6,1400,9.17,2.9,
101,춘천,2021-03-05,5.3,-.5,15.5,,,,2.3,.8,81,1012.1,1300,13.78,5.8,
101,춘천,2021-03-06,3.4,1.7,6.4,,,,6.1,3.2,66.8,1020.1,1300,5.53,3.3,
101,춘천,2021-03-07,4.5,-.3,12.5,,,,3.1,1.3,64.1,1019.2,1200,15.9,4.9,
101,춘천,2021-03-08,5.1,-2.2,14.6,,,,2.7,.9,61,1017.6,1200,18.73,5.6,
101,춘천,2021-03-09,5.5,-2.4,14.6,,,,4,.9,59.4,1016,1200,15.83,5.2,
101,춘천,2021-03-10,6.6,-1.3,17.2,,,,2.3,.8,62.8,1019.3,1200,18.08,6,
101,춘천,2021-03-11,8.6,-.2,17.7,,,,2.1,.7,58.4,1016.7,1300,15.79,7.7,
101,춘천,2021-03-12,8.9,6.1,12.3,,,.5,4.4,1.5,64,1013.4,1400,5.12,7.6,
101,춘천,2021-03-13,8.6,1.7,15.7,,,,2.6,.9,62.9,1012.1,1100,15.14,9.2,
101,춘천,2021-03-14,8.2,1.1,15.8,,,,3.1,1,71,1010.5,1200,15.39,8.9,
101,춘천,2021-03-15,9.2,1.7,15.8,,,,4.3,1.5,66.4,1007.1,1100,12.38,8.7,
101,춘천,2021-03-16,10.3,4.3,15.9,,,.2,4.2,1.9,45.4,1005.1,1200,19.69,12.1,
101,춘천,2021-03-17,8.5,-.3,19,,,,2.8,1.1,50.1,1009.9,1200,19.89,9.8,
101,춘천,2021-03-18,10.1,.7,19,,,,4.1,1.3,52.9,1010.8,1200,16.12,11,
101,춘천,2021-03-19,13.5,9.3,20.3,,,,4,2,53.5,1010,1200,17.95,14.5,
101,춘천,2021-03-20,9.8,8.7,11.7,,,3,3.2,1.2,78.4,1004.2,1400,3.06,10.5,
101,춘천,2021-03-21,7.1,4.7,10.5,,,0,7.5,2.9,57.4,1004,1400,13.55,9.8,
101,춘천,2021-03-22,6.5,.2,12.2,,,,5.3,2.5,42.4,1010.1,1200,20.28,9.6,
101,춘천,2021-03-23,7.9,-1.6,17,,,,6.9,2,54.4,1011.2,1200,19.09,9,
101,춘천,2021-03-24,9.3,.5,17.5,,,,4.2,1.3,56.9,1011.1,1200,18.07,10.5,
101,춘천,2021-03-25,11.5,2.8,20.4,,,,4.8,1.8,57.1,1011.5,1200,19.99,12.8,
101,춘천,2021-03-26,11.6,2.8,22.1,,,,1.8,.7,51.8,1011.5,1400,17.42,12.8,
101,춘천,2021-03-27,9.6,5.8,14.3,,,17.8,3.4,1.1,74.4,1002.5,1200,5.28,9.9,
101,춘천,2021-03-28,10.5,9.8,11.9,,,10.6,4.2,2.1,88.9,993.2,1300,4.94,10.7,
101,춘천,2021-03-29,11.5,7.1,15.8,,,.1,6.4,2.9,49.8,998.3,1100,18.5,11.5,
101,춘천,2021-03-30,9.9,.7,20.1,,,,3.1,1,52.4,1003.2,1200,22.72,11.9,
101,춘천,2021-03-31,12.7,2.2,23.5,,,,2.4,1,48.4,1005.8,1200,22.65,13.8,
101,춘천,2021-04-01,14.4,8,21.7,,,,5.9,3.3,44.1,1011.3,1200,20.64,14.5,
101,춘천,2021-04-02,16.5,8.3,24.4,,,,3.6,1.8,44.5,1010.9,1100,19.49,17.6,
101,춘천,2021-04-03,12.7,10.2,15.4,,9.2,63.1,4.3,1.6,82.9,1005,1000,1.98,12.6,
101,춘천,2021-04-04,9.8,5.7,13.4,,1,1.7,5.5,2.8,60.3,1008.2,1200,15.88,11.7,
101,춘천,2021-04-05,10.1,2.1,18.9,,,,3.4,1.3,53.4,1013.2,1200,24.48,12.6,
101,춘천,2021-04-06,12.5,5.5,20.8,,,,5.7,1.4,51.5,1010.2,1300,18.95,12.9,
101,춘천,2021-04-07,12.8,4,21.8,,,,5.4,1.7,48.5,1009.5,1200,22.94,14.7,
101,춘천,2021-04-08,11.4,3.7,19.3,,,,4.2,1.3,48,1009.1,1200,24.05,14.7,
101,춘천,2021-04-09,11.1,4.3,18.5,,,,4.9,2.1,43.8,1016.5,1200,23.9,14.3,
101,춘천,2021-04-10,11.4,2.8,20,,,,3.3,1.2,55.5,1021.3,1200,22.04,14.9,
101,춘천,2021-04-11,13.7,4.4,22.4,,,,1.9,.8,51.8,1020.1,1200,20.73,15.6,
101,춘천,2021-04-12,12.7,10.5,18.5,,5,24.2,5.1,1,74.8,1009.4,1000,7.44,13.5,
101,춘천,2021-04-13,12.4,8.2,16,,3.1,7.6,5.1,2.6,63.8,1002,1300,18.37,15.1,
101,춘천,2021-04-14,9.5,2,16.3,,,,5.5,2.1,49.9,1008.9,1200,25.43,12.8,
101,춘천,2021-04-15,10.6,2.9,19.5,,,,3.7,1.2,56.8,1009.2,1100,22.71,13.8,
101,춘천,2021-04-16,10.9,6.3,16.1,,0,0,4.3,1.7,59.6,1006.8,1500,8.99,11.6,
101,춘천,2021-04-17,6.8,2.8,13.1,,.9,.9,8.6,1.4,71.8,1005.6,1000,13.1,10.5,
101,춘천,2021-04-18,9.7,2,17.8,,,,4,1.6,64.9,1006.2,1200,23.23,13.1,
101,춘천,2021-04-19,13,2.8,22.1,,,,5.3,1.7,54.3,1007.5,1200,23.93,15.2,
101,춘천,2021-04-20,15.5,5.6,25.7,,,,3.5,1.1,56.9,1011.3,1200,23.45,17.6,
101,춘천,2021-04-21,18.4,8.4,29.2,,,,2.6,1,52.5,1012.2,1200,23.97,19.7,
101,춘천,2021-04-22,19.7,13.3,27.1,,,,3.9,1.2,45.9,1010.2,1300,14.03,19.2,
101,춘천,2021-04-23,17.4,15.1,19.9,,0,0,5.3,2.4,45.3,1012.1,1200,6.43,16.1,
101,춘천,2021-04-24,16.3,11.7,22.4,,,,3.5,1.4,47.5,1011,1100,13.44,16.2,
101,춘천,2021-04-25,15.3,9.2,21.4,,,,4.9,2.2,50.9,1011.8,1200,23.94,18.4,
101,춘천,2021-04-26,14.8,5.9,22.4,,,,3.5,1.4,55.1,1012.1,1100,23.79,18.3,
101,춘천,2021-04-27,15.2,10.3,19.8,,0,0,3.3,1.4,59.9,1008.5,1300,10.38,17.1,
101,춘천,2021-04-28,15,10,19.4,,1.2,1.3,4.5,2,56.9,1006.5,1000,17.17,16.8,
101,춘천,2021-04-29,12.3,7.5,17.7,,.2,.2,3.8,1.4,63.9,997.9,1300,12.4,15.1,
101,춘천,2021-04-30,11.2,8,14.7,,5.4,22.7,2.9,1.2,80.6,995.5,1200,9.74,13.9,
101,춘천,2021-05-01,10.2,7.6,12.8,,4,8.6,3.1,1.1,83.4,996.4,1000,8.38,13.4,
101,춘천,2021-05-02,13,6.4,20.2,,.4,.4,3.4,1.4,65.9,1006.5,1200,25.21,16.7,
